Id,Label,timeset, char_name, char_desc,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Authority,Hub
440,'Fyvush Finkel',,'Fyvush Finkel','Appears as himself',8,8,2,0.503295,0.506547,0,0,0.000723,0,1,28,0.085307,0.021293,0.021293
442,'Roy Firestone',,'Roy Firestone','Appears as himself',7,7,3,0.502054,0.505183,0,4,0.000662,0,1,21,0.064671,0.016163,0.016164
443,'Stephen Jay Gould',,'Stephen Jay Gould','Appears as himself',4,4,3,0.499591,0.501909,0,1,0.000494,0,1,6,0.045047,0.010933,0.010934
666,'Ronaldo',,'Ronaldo','Ronaldo,19,23,2,0.507897,0.515548,0,1,0.001325,0,0.988304,169,0.144011,0.037235,0.037236
446,'Steven Wright',,'Steven Wright','Appear as themselves',2,2,3,0.475857,0.484179,0,1,0.000366,0,1,1,0.021617,0.005385,0.005385
447,'Bob Denver',,'Bob Denver','Appears as Himself',13,13,3,0.504542,0.510093,0,2,0.001016,0,1,78,0.097511,0.024894,0.024894
449,'Paul McGuinness',,'Paul McGuinness','Appears as himself',9,9,3,0.502881,0.506819,0,4,0.00081,0,1,36,0.074774,0.018433,0.018434
450,'Mark Hamill',,'Mark Hamill','Appears as himself',4,4,3,0.494737,0.498636,0,2,0.000538,0,1,6,0.025705,0.006417,0.006417
451,'The Moody Blues',,'The Moody Blues','Appear as themselves',7,7,3,0.501231,0.504637,0,1,0.000752,0,1,21,0.041455,0.010154,0.010154
452,'Cyndi Lauper',,'Cyndi Lauper','Appears as herself',8,8,3,0.502467,0.506001,0,2,0.000717,0,1,28,0.06957,0.017522,0.017523
453,'Troy Aikman',,'Troy Aikman','Appears as Himself',12,12,3,0.504125,0.509274,0,5,0.001075,0,1,66,0.072357,0.01751,0.017511
454,'Rosey Grier',,'Rosey Grier','Appears as Himself',12,12,3,0.504125,0.509274,0,5,0.001075,0,1,66,0.072357,0.01751,0.017511
455,'John Madden',,'John Madden','Appears as Himself',12,12,3,0.504125,0.509274,0,5,0.001075,0,1,66,0.072357,0.01751,0.017511
456,'Dan Marino',,'Dan Marino','Appears as Himself',12,12,3,0.504125,0.509274,0,5,0.001075,0,1,66,0.072357,0.01751,0.017511
458,'Dolly Parton',,'Dolly Parton','Appears as Herself',12,12,3,0.504125,0.509274,0,5,0.001075,0,1,66,0.072357,0.01751,0.017511
459,'Pat Summerall',,'Pat Summerall','Appears as Himself',12,12,3,0.504125,0.509274,0,5,0.001075,0,1,66,0.072357,0.01751,0.017511
460,'Ed Begley,,'Ed Begley, Jr.',6,6,3,0.498369,0.502182,0,4,0.000638,0,1,15,0.047027,0.011666,0.011666
462,'Jasper Johns',,'Jasper Johns','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000692,0,1,21,0.069575,0.017086,0.017087
463,'Jack LaLanne',,'Jack LaLanne','Appears as himself',7,7,3,0.502054,0.505183,0,0,0.000656,0,1,21,0.067853,0.017057,0.017057
465,'Mel Gibson',,'Mel Gibson','Appears as himself',3,3,3,0.496748,0.499454,0,1,0.000519,0,1,3,0.029512,0.007069,0.00707
466,'Mark McGwire',,'Mark McGwire','Appears as himself',5,5,3,0.50041,0.503001,0,1,0.000548,0,1,10,0.057298,0.014172,0.014173
467,'Tom Arnold',,'Tom Arnold','Appears as himself',10,10,3,0.503295,0.507638,0,4,0.000854,0,1,45,0.083156,0.020709,0.02071
468,'Dick Clark',,'Dick Clark','Appears as himself',10,10,3,0.503295,0.507638,0,4,0.000854,0,1,45,0.083156,0.020709,0.02071
470,'The B-52\'s',,'The B-52\'s','Appear as themselves',7,7,3,0.50082,0.504364,0,1,0.000683,0,1,21,0.061786,0.01541,0.01541
471,'Penn and Teller',,'Penn and Teller','Appear as themselves',14,14,3,0.504959,0.510911,0,4,0.001077,0,1,91,0.104664,0.026448,0.026449
473,'Pat O\'Brien',,'Pat O\'Brien','Appears as himself',14,14,3,0.504959,0.510911,0,4,0.001077,0,1,91,0.104664,0.026448,0.026449
474,'Nancy O\'Dell',,'Nancy O\'Dell','Appears as herself',14,14,3,0.504959,0.510911,0,4,0.001077,0,1,91,0.104664,0.026448,0.026449
475,'Butch Patrick',,'Butch Patrick','Appears as himself',5,5,3,0.497557,0.501091,0,0,0.000585,0,1,10,0.037799,0.00931,0.00931
476,'Jay North',,'Jay North','Appears as himself',9,9,3,0.502054,0.506274,0,2,0.000814,0,1,36,0.071598,0.017921,0.017921
477,'NRBQ',,'NRBQ','Appear as themselves',9,9,3,0.502054,0.506274,0,2,0.000814,0,1,36,0.071598,0.017921,0.017921
479,'Britney Spears',,'Britney Spears','Appears as herself',8,8,3,0.502467,0.506001,0,2,0.000721,0,1,28,0.08242,0.020568,0.020569
480,'Bachmanâ€“Turner Overdrive',,'Bachmanâ€“Turner Overdrive','Appear as themselves',6,6,3,0.501642,0.504364,0,1,0.000642,0,1,15,0.062707,0.015305,0.015306
481,'Trevor Denman',,'Trevor Denman','Appears as himself',6,6,3,0.501642,0.504364,0,1,0.000642,0,1,15,0.062707,0.015305,0.015306
483,'Joe C.',,'Joe C.','Appear as themselves',6,6,3,0.501642,0.504364,0,1,0.000645,0,1,15,0.065022,0.015865,0.015865
484,'Willie Nelson',,'Willie Nelson','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000662,0,1,21,0.074376,0.018502,0.018503
485,'Roger Daltrey',,'Roger Daltrey','Appears as himself',6,6,3,0.50082,0.503819,0,0,0.000648,0,1,15,0.053656,0.013104,0.013104
486,'John Entwistle',,'John Entwistle','Appears as himself',6,6,3,0.50082,0.503819,0,0,0.000648,0,1,15,0.053656,0.013104,0.013104
488,'Stephen King',,'Stephen King','Appears as himself',10,10,3,0.50371,0.507911,0,4,0.000889,0,1,45,0.053236,0.013273,0.013273
489,'Amy Tan',,'Amy Tan','Appears as herself',10,10,3,0.50371,0.507911,0,4,0.000889,0,1,45,0.053236,0.013273,0.013273
490,'John Updike',,'John Updike','Appears as himself',10,10,3,0.50371,0.507911,0,4,0.000889,0,1,45,0.053236,0.013273,0.013273
491,'Leeza Gibbons',,'Leeza Gibbons','Appears as herself',11,11,3,0.50371,0.508456,0,2,0.000893,0,1,55,0.095686,0.02414,0.024141
492,'Robby Krieger',,'Robby Krieger','Appears as himself',9,9,3,0.502881,0.506819,0,0,0.000799,0,1,36,0.076886,0.019087,0.019088
493,'Bruce Vilanch',,'Bruce Vilanch','Appears as himself',5,5,3,0.498369,0.501637,0,0,0.000583,0,1,10,0.043956,0.010922,0.010922
494,'Tom Savini',,'Tom Savini','Appears as himself',7,7,3,0.502054,0.505183,0,0,0.000658,0,1,21,0.066118,0.016571,0.016571
495,'Andre Agassi',,'Andre Agassi','Appears as himself',7,7,2,0.502881,0.505728,0,1,0.000733,0,1,21,0.06635,0.016153,0.016154
496,'Pete Sampras',,'Pete Sampras','Appears as himself',7,7,2,0.502881,0.505728,0,1,0.000733,0,1,21,0.06635,0.016153,0.016154
497,'Serena Williams',,'Serena Williams','Appear as themselves',7,7,2,0.502881,0.505728,0,1,0.000733,0,1,21,0.06635,0.016153,0.016154
664,'Joe Namath',,'Joe Namath','Appears as himself',25,32,2,0.510443,0.520458,0.000059,4,0.001767,0,0.71,213,0.137087,0.03474,0.034741
499,'\'N Sync',,'\'N Sync','Appear as themselves',10,10,3,0.503295,0.507638,0,0,0.000844,0,1,45,0.087418,0.021942,0.021942
500,'R.E.M.',,'R.E.M.','Appear as themselves',7,7,3,0.502054,0.505183,0,2,0.000657,0,1,21,0.067602,0.017004,0.017004
501,'Paul Newman',,'Paul Newman','Appears as himself',9,9,3,0.50041,0.505183,0,2,0.000786,0,1,36,0.065962,0.016831,0.016831
502,'Judith Owen',,'Judith Owen','Appears as herself',9,9,3,0.50041,0.505183,0,2,0.000786,0,1,36,0.065962,0.016831,0.016831
503,'Richard Gere',,'Richard Gere','Appears as himself',11,11,3,0.50371,0.508456,0,2,0.00089,0,1,55,0.101573,0.025662,0.025663
504,'Wolfgang Puck',,'Wolfgang Puck','Appears as himself',9,9,3,0.502881,0.506819,0,0,0.000794,0,1,36,0.084932,0.021223,0.021224
505,'Phish',,'Phish','Appear as themselves',6,6,3,0.498369,0.502182,0,2,0.000598,0,1,15,0.05531,0.01396,0.01396
506,'Alec Baldwin',,'Alec Baldwin','Appears as Himself',16,16,2,0.506633,0.513093,0,4,0.001213,0,1,120,0.08512,0.021231,0.021231
507,'Kim Basinger',,'Kim Basinger','Appears as Herself',16,16,2,0.506633,0.513093,0,4,0.001213,0,1,120,0.08512,0.021231,0.021231
508,'*NSYNC',,'*NSYNC','Appears as Themselves',16,16,2,0.506633,0.513093,0,4,0.001213,0,1,120,0.08512,0.021231,0.021231
675,'Alex Trebek',,'Alex Trebek',"'Alex Trebek The host of Jeopardy!. Alex Trebek is angry with Marge for not knowing how to play \""Jeopardy!\""",10,13,3,0.503295,0.507638,0.000003,1,0.00086,0,0.866667,39,0.078833,0.019649,0.01965
662,'Allison Taylor',,'Allison Taylor','Allison Taylor is in Lisa\'s class but skipped a grade and has a lot in common with Lisa. She first showed up in Lisa\'s Rival in which Lisa feels threatened by Allison\'s talents and abilities. During a school competition Lisa has Bart sabotage Allison\'s Tell-Tale Heart diorama with a cow\'s heart in a box and hides the original diorama beneath a floorboard. Wracked with guilt,14,23,2,0.505795,0.511457,0.000002,0,0.001052,0,0.945055,86,0.098212,0.025296,0.025296
673,'Aristotle Amadopolis',,'Aristotle Amadopolis','Aristotle Amadopolis is the wealthy owner of the Shelbyville Nuclear Power Plant. He was originally voiced by Jon Lovitz,10,10,3,0.503295,0.507638,0,1,0.000875,0,1,45,0.085442,0.021179,0.021179
657,'Ken Burns',,'Ken Burns','Appears as himself',12,16,3,0.504125,0.509274,0.000006,1,0.000985,0,0.863636,57,0.091378,0.02294,0.022941
514,'Larry Mullen,,'Larry Mullen, Jr.',16,16,2,0.506633,0.513093,0,4,0.001213,0,1,120,0.08512,0.021231,0.021231
517,'James Lipton',,'James Lipton','Appears as Himself',10,10,3,0.503295,0.507638,0,0,0.000848,0,1,45,0.081726,0.020423,0.020424
518,'Robert Pinsky',,'Robert Pinsky','Appears as himself',14,14,2,0.505795,0.511457,0,0,0.001072,0,1,91,0.105453,0.02669,0.026691
519,'Carmen Electra',,'Carmen Electra','Appears as herself',9,9,3,0.502881,0.506819,0,4,0.000816,0,1,36,0.07586,0.018691,0.018691
520,'Brian Setzer',,'Brian Setzer','Appear as themselves',8,8,3,0.502467,0.506001,0,2,0.000721,0,1,28,0.08317,0.020782,0.020783
521,'Larry Holmes',,'Larry Holmes','Appears as himself',8,8,3,0.502467,0.506001,0,2,0.000746,0,1,28,0.077494,0.019202,0.019202
522,'Little Richard',,'Little Richard','Appears as himself',8,8,3,0.502467,0.506001,0,0,0.000718,0,1,28,0.077731,0.019396,0.019396
523,'Elliott Gould',,'Elliott Gould','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000693,0,1,21,0.071944,0.017726,0.017726
525,'Lisa Leslie',,'Lisa Leslie','Appears as herself',8,8,3,0.502467,0.506001,0,1,0.000734,0,1,28,0.073145,0.018102,0.018103
526,'Tony Hawk',,'Tony Hawk','Appears as himself',10,10,3,0.503295,0.507638,0,1,0.000857,0,1,45,0.078981,0.0196,0.0196
527,'Blink-182',,'Blink-182','Appear as themselves',10,10,3,0.503295,0.507638,0,1,0.000857,0,1,45,0.078981,0.0196,0.0196
528,'George Plimpton',,'George Plimpton','Appears as himself',8,8,2,0.503295,0.506547,0,2,0.000721,0,1,28,0.071382,0.017927,0.017927
529,'Helen Fielding',,'Helen Fielding','Appears as herself',6,6,3,0.498776,0.502455,0,0,0.000676,0,1,15,0.041459,0.01023,0.01023
530,'James L. Brooks',,'James L. Brooks','Appears as himself',6,6,3,0.498776,0.502455,0,0,0.000676,0,1,15,0.041459,0.01023,0.01023
655,'Matt Groening',,'Matt Groening','Appears as himself',11,15,3,0.502881,0.507911,0.000006,0,0.000915,0,0.890909,49,0.085063,0.021624,0.021625
533,'Steve Buscemi',,'Steve Buscemi','Appears as himself',7,7,3,0.501231,0.504637,0,1,0.000687,0,1,21,0.05565,0.013744,0.013744
534,'Jackson Browne',,'Jackson Browne','Appears as himself',7,7,3,0.501231,0.504637,0,1,0.000687,0,1,21,0.05565,0.013744,0.013744
535,'Dudley Herschbach',,'Dudley Herschbach','Appears as himself',15,15,3,0.505376,0.511729,0,4,0.001139,0,1,105,0.105453,0.02664,0.026641
536,'Jennifer Garner',,'Jennifer Garner','Appears as herself',15,15,3,0.505376,0.511729,0,4,0.001139,0,1,105,0.105453,0.02664,0.026641
537,'Oscar de la Hoya',,'Oscar de la Hoya','Appears as himself',15,15,3,0.505376,0.511729,0,4,0.001139,0,1,105,0.105453,0.02664,0.026641
538,'Michael Moore',,'Michael Moore','Appears as himself',7,7,3,0.501642,0.50491,0,0,0.000649,0,1,21,0.057378,0.014625,0.014625
539,'Tony Blair',,'Tony Blair','Appears as himself',11,11,3,0.50371,0.508456,0,6,0.000966,0,1,55,0.082399,0.020318,0.020318
540,'Evan Marriott',,'Evan Marriott','Appears as himself',11,11,3,0.50371,0.508456,0,6,0.000966,0,1,55,0.082399,0.020318,0.020318
541,'Ian McKellen',,'Ian McKellen','Appears as himself',11,11,3,0.50371,0.508456,0,6,0.000966,0,1,55,0.082399,0.020318,0.020318
542,'J. K. Rowling',,'J. K. Rowling','Appears as herself',11,11,3,0.50371,0.508456,0,6,0.000966,0,1,55,0.082399,0.020318,0.020318
543,'Mr. T',,'Mr. T','Appears as himself',14,14,2,0.505795,0.511457,0,2,0.001061,0,1,91,0.10798,0.027436,0.027437
544,'Tom Clancy',,'Tom Clancy','Appears as himself',10,10,2,0.504125,0.508183,0,1,0.000864,0,1,45,0.085526,0.021234,0.021234
546,'Mary-Kate and Ashley Olsen',,'Mary-Kate and Ashley Olsen','Appear as themselves',10,10,2,0.504125,0.508183,0,1,0.000864,0,1,45,0.085526,0.021234,0.021234
547,'Isabel Sanford',,'Isabel Sanford','Appears as herself',8,8,3,0.502467,0.506001,0,0,0.00072,0,1,28,0.077809,0.019376,0.019376
549,'Nichelle Nichols',,'Nichelle Nichols','Appears as herself',12,12,3,0.504125,0.509274,0,2,0.000944,0,1,66,0.104269,0.026461,0.026461
654,'David Byrne',,'David Byrne','David Byrne,17,21,2,0.507054,0.513912,0.000006,2,0.001248,0,0.897059,122,0.121198,0.030836,0.030837
551,'James Caan',,'James Caan','Appears as himself',12,12,3,0.504125,0.509274,0,1,0.000974,0,1,66,0.097828,0.024541,0.024541
552,'Warren Sapp',,'Warren Sapp','Appear as themselves',8,8,3,0.501642,0.505456,0,1,0.000753,0,1,28,0.065753,0.016332,0.016333
553,'50 Cent',,'50 Cent','Appears as himself',10,10,3,0.503295,0.507638,0,0,0.000848,0,1,45,0.091208,0.022908,0.022909
554,'Gary Busey',,'Gary Busey','Appears as Himself',8,8,3,0.502467,0.506001,0,1,0.000723,0,1,28,0.07686,0.019119,0.019119
555,'Robert Wagner',,'Robert Wagner','Appears as himself',10,10,3,0.503295,0.507638,0,1,0.000867,0,1,45,0.084587,0.021093,0.021093
556,'Frank Gehry',,'Frank Gehry','Appears as himself',12,12,3,0.504125,0.509274,0,2,0.000963,0,1,66,0.094566,0.023804,0.023805
558,'Jason Bateman',,'Jason Bateman','Appears as himself',9,9,3,0.502881,0.506819,0,1,0.000824,0,1,36,0.081566,0.020189,0.02019
559,'Terry Bradshaw',,'Terry Bradshaw','Appears as himself',15,15,3,0.505376,0.511729,0,2,0.001129,0,1,105,0.11582,0.029387,0.029388
560,'Dennis Rodman',,'Dennis Rodman','Appears as himself',15,15,3,0.505376,0.511729,0,2,0.001129,0,1,105,0.11582,0.029387,0.029388
561,'William H. Macy',,'William H. Macy','Appears as himself',10,10,3,0.503295,0.507638,0,1,0.000875,0,1,45,0.079312,0.019652,0.019653
671,'Leonard Nimoy',,'Leonard Nimoy','Appears as himself',10,15,3,0.503295,0.507638,0.000005,1,0.000895,0,0.866667,39,0.082928,0.020596,0.020596
563,'Susan Sarandon',,'Susan Sarandon','Appears as herself',8,8,2,0.503295,0.506547,0,1,0.00075,0,1,28,0.074982,0.018486,0.018486
564,'Randy Johnson',,'Randy Johnson','Appears as himself',8,8,2,0.503295,0.506547,0,1,0.00075,0,1,28,0.074982,0.018486,0.018486
565,'Rob Reiner',,'Rob Reiner','Appears as himself',8,8,2,0.503295,0.506547,0,1,0.000727,0,1,28,0.06692,0.016746,0.016747
566,'Richard Dean Anderson',,'Richard Dean Anderson','Appears as himself',10,10,3,0.502054,0.506819,0,2,0.000825,0,1,45,0.08576,0.02188,0.021881
567,'Gene Tenace',,'Gene Tenace','Appear as themselves',10,10,3,0.502467,0.507092,0,1,0.000826,0,1,45,0.088042,0.022435,0.022435
568,'Melanie Griffith',,'Melanie Griffith','Appears as herself',12,12,3,0.504125,0.509274,0,0,0.000967,0,1,66,0.09671,0.02439,0.024391
569,'Metallica',,'Metallica','Appear as themselves',20,20,2,0.508319,0.516367,0,0,0.00139,0,1,190,0.139477,0.035932,0.035932
570,'Jack White',,'Jack White','Appear as themselves',6,6,3,0.501642,0.504364,0,1,0.000645,0,1,15,0.064769,0.01581,0.015811
571,'Dr. Phil',,'Dr. Phil','Appears as himself',16,16,2,0.506633,0.513093,0,2,0.001171,0,1,120,0.127131,0.03249,0.03249
572,'Tom Wolfe',,'Tom Wolfe','Appears as himself',11,11,3,0.50371,0.508456,0,0,0.000933,0,1,55,0.082585,0.020564,0.020564
573,'Gore Vidal',,'Gore Vidal','Appears as himself',11,11,3,0.50371,0.508456,0,0,0.000933,0,1,55,0.082585,0.020564,0.020564
574,'Michael Chabon',,'Michael Chabon','Appears as himself',11,11,3,0.50371,0.508456,0,0,0.000933,0,1,55,0.082585,0.020564,0.020564
575,'Jonathan Franzen',,'Jonathan Franzen','Appears as himself',11,11,3,0.50371,0.508456,0,0,0.000933,0,1,55,0.082585,0.020564,0.020564
576,'Elvis Stojko',,'Elvis Stojko','Appears as himself',8,8,3,0.502467,0.506001,0,1,0.000725,0,1,28,0.073048,0.018101,0.018102
577,'Andy Dick',,'Andy Dick','Appears as himself',13,13,2,0.505376,0.510638,0,0,0.001054,0,1,78,0.09504,0.023763,0.023763
578,'James Patterson',,'James Patterson','Appears as himself',13,13,2,0.505376,0.510638,0,0,0.001054,0,1,78,0.09504,0.023763,0.023763
579,'Stephen Sondheim',,'Stephen Sondheim','Appears as himself',13,13,2,0.505376,0.510638,0,0,0.001054,0,1,78,0.09504,0.023763,0.023763
670,'Joe Frazier',,'Joe Frazier','Appears as himself',11,15,3,0.50371,0.508456,0.000001,1,0.000935,0,0.963636,53,0.087262,0.021717,0.021717
667,'Buzz Aldrin',,'Buzz Aldrin','Appears as himself',15,17,3,0.50371,0.510638,0.000017,2,0.001158,0,0.809524,85,0.088671,0.022796,0.022797
659,'Stan Lee',,'Stan Lee','Appears as himself',17,22,3,0.506214,0.513366,0.000008,2,0.001246,0,0.904412,123,0.127749,0.032703,0.032703
583,'Rudy Giuliani',,'Rudy Giuliani','Appears as himself',10,10,3,0.503295,0.507638,0,0,0.000829,0,1,45,0.086985,0.021886,0.021886
584,'Ludacris',,'Ludacris','Appears as himself',9,9,3,0.503295,0.507092,0,1,0.000779,0,1,36,0.072727,0.018341,0.018341
585,'PlÃ¡cido Domingo',,'PlÃ¡cido Domingo','Appears as himself',9,9,3,0.502881,0.506819,0,2,0.000778,0,1,36,0.089219,0.022371,0.022371
586,'Alan Moore',,'Alan Moore','Appears as Himself',12,12,2,0.504959,0.50982,0,7,0.000987,0,1,66,0.094103,0.023573,0.023574
587,'Art Spiegelman',,'Art Spiegelman','Appears as Himself',12,12,2,0.504959,0.50982,0,7,0.000987,0,1,66,0.094103,0.023573,0.023574
588,'Dan Clowes',,'Dan Clowes','Appears as Himself',12,12,2,0.504959,0.50982,0,7,0.000987,0,1,66,0.094103,0.023573,0.023574
589,'Keith Olbermann',,'Keith Olbermann','Appears as himself',13,13,2,0.505376,0.510638,0,1,0.00106,0,1,78,0.088294,0.021897,0.021898
590,'Kurt Loder',,'Kurt Loder','Appears as himself',10,10,3,0.503295,0.507638,0,2,0.000845,0,1,45,0.089352,0.022451,0.022451
653,'Thomas Pynchon',,'Thomas Pynchon','Appears as himself',17,22,2,0.507054,0.513912,0.000015,1,0.001296,0,0.838235,114,0.118887,0.029987,0.029988
592,'Terry Gross',,'Terry Gross','Appears as herself',13,13,3,0.504542,0.510093,0,0,0.001011,0,1,78,0.103692,0.026263,0.026264
593,'Joe Montana',,'Joe Montana','Appears as himself',13,13,3,0.504542,0.510093,0,2,0.001024,0,1,78,0.104014,0.026238,0.026238
594,'Fall Out Boy',,'Fall Out Boy','Appear as themselves',9,9,3,0.502881,0.506819,0,0,0.000787,0,1,36,0.08078,0.020208,0.020208
656,'Lucy Lawless',,'Lucy Lawless','Appears as herself',22,26,2,0.509167,0.518003,0.000033,4,0.001594,0,0.78355,181,0.120618,0.03027,0.030271
596,'Chuck Liddell',,'Chuck Liddell','Appears as himself',10,10,3,0.50082,0.506001,0,0,0.000833,0,1,45,0.074545,0.018953,0.018953
597,'Peyton Manning',,'Peyton Manning','Appears as himself',19,19,2,0.507897,0.515548,0,0,0.001342,0,1,171,0.127888,0.032834,0.032835
598,'Eli Manning',,'Eli Manning','Appears as himself',19,19,2,0.507897,0.515548,0,0,0.001342,0,1,171,0.127888,0.032834,0.032835
599,'Cooper Manning',,'Cooper Manning','Appears as himself',19,19,2,0.507897,0.515548,0,0,0.001342,0,1,171,0.127888,0.032834,0.032835
600,'Smothers Brothers',,'Smothers Brothers','Appear as themselves',19,19,2,0.507897,0.515548,0,0,0.001342,0,1,171,0.127888,0.032834,0.032835
601,'Huell Howser',,'Huell Howser','Appears as himself',19,19,2,0.507897,0.515548,0,0,0.001342,0,1,171,0.127888,0.032834,0.032835
602,'Mitch Albom',,'Mitch Albom','Appears as himself',9,9,3,0.502881,0.506819,0,2,0.000778,0,1,36,0.086092,0.021555,0.021556
603,'Eartha Kitt',,'Eartha Kitt','Appears as herself',11,11,2,0.504542,0.509002,0,2,0.000936,0,1,55,0.082253,0.020647,0.020647
604,'Gary Larson',,'Gary Larson','Appears as himself',11,11,2,0.504542,0.509002,0,2,0.000936,0,1,55,0.082253,0.020647,0.020647
605,'Chris Martin',,'Chris Martin','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000666,0,1,21,0.074939,0.018576,0.018577
606,'Bob Costas',,'Bob Costas','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.00073,0,1,21,0.065983,0.016095,0.016096
607,'Don Pardo',,'Don Pardo','Appears as himself',13,13,3,0.504542,0.510093,0,0,0.000988,0,1,78,0.086695,0.022428,0.022428
608,'Simon Cowell',,'Simon Cowell','Appears as himself',15,15,2,0.506214,0.512275,0,0,0.001164,0,1,105,0.100738,0.02522,0.025221
609,'Randy Jackson',,'Randy Jackson','Appears as himself',15,15,2,0.506214,0.512275,0,0,0.001164,0,1,105,0.100738,0.02522,0.025221
610,'Ellen DeGeneres',,'Ellen DeGeneres','Appears as herself',15,15,2,0.506214,0.512275,0,0,0.001164,0,1,105,0.100738,0.02522,0.025221
611,'Kara DioGuardi',,'Kara DioGuardi','Appears as herself',15,15,2,0.506214,0.512275,0,0,0.001164,0,1,105,0.100738,0.02522,0.025221
669,'Betty White',,'Betty White','Appears as herself',20,23,3,0.507475,0.515821,0.000006,2,0.001407,0,0.921053,175,0.133871,0.034284,0.034284
613,'Ryan Seacrest',,'Ryan Seacrest','Appears as himself',15,15,2,0.506214,0.512275,0,0,0.001164,0,1,105,0.100738,0.02522,0.025221
614,'Danica Patrick',,'Danica Patrick','Appears as Herself',6,6,3,0.501642,0.504364,0,1,0.000609,0,1,15,0.06979,0.017192,0.017193
615,'Martha Stewart',,'Martha Stewart','Appears as herself',4,4,3,0.497152,0.500273,0,1,0.000549,0,1,6,0.042394,0.010269,0.010269
616,'Katy Perry',,'Katy Perry','Appears as herself',4,4,3,0.497152,0.500273,0,1,0.000549,0,1,6,0.042394,0.010269,0.010269
617,'Kareem Abdul-Jabbar',,'Kareem Abdul-Jabbar','Appears as himself',6,6,3,0.501642,0.504364,0,1,0.000606,0,1,15,0.068777,0.016971,0.016972
618,'Joey Kramer',,'Joey Kramer','Appears as himself',8,8,3,0.502054,0.505728,0,1,0.000728,0,1,28,0.068853,0.017239,0.017239
658,'Stephen Hawking',,'Stephen Hawking','Appears as himself',31,46,2,0.513014,0.525368,0.000092,4,0.002093,0,0.664516,309,0.166682,0.042773,0.042774
620,'Anthony Bourdain',,'Anthony Bourdain','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000728,0,1,21,0.0651,0.015882,0.015883
621,'Gordon Ramsay',,'Gordon Ramsay','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000728,0,1,21,0.0651,0.015882,0.015883
622,'Mario Batali',,'Mario Batali','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000728,0,1,21,0.0651,0.015882,0.015883
623,'Neil Gaiman',,'Neil Gaiman','Appears as himself',8,8,3,0.502467,0.506001,0,1,0.00071,0,1,28,0.074424,0.018858,0.018859
624,'Kevin Dillon',,'Kevin Dillon','Appears as himself',3,3,3,0.380923,0.397436,0,1,0.000501,0,1,3,0.01281,0.003367,0.003367
625,'Janeane Garofalo',,'Janeane Garofalo','Appears as herself',3,3,3,0.380923,0.397436,0,1,0.000501,0,1,3,0.01281,0.003367,0.003367
626,'Ted Nugent',,'Ted Nugent','Appears as himself',3,3,3,0.50041,0.501909,0,1,0.000433,0,1,3,0.04269,0.010321,0.010321
627,'David Letterman',,'David Letterman','Appears as himself',6,6,3,0.48763,0.494817,0,1,0.000598,0,1,15,0.04965,0.012586,0.012587
628,'Julian Assange',,'Julian Assange','Appears as himself',12,12,3,0.50371,0.509002,0,2,0.000939,0,1,66,0.102044,0.026134,0.026135
629,'Robbie Conal',,'Robbie Conal','Appear as themselves',6,6,3,0.50082,0.503819,0,0,0.000604,0,1,15,0.058198,0.01445,0.014451
630,'Treat Williams',,'Treat Williams','Appears as himself',4,4,3,0.50082,0.502728,0,1,0.000496,0,1,6,0.056654,0.013704,0.013705
631,'Lady Gaga',,'Lady Gaga','Appears as herself',3,3,3,0.487241,0.492908,0,2,0.000426,0,1,3,0.034833,0.00863,0.00863
632,'Al Roker',,'Al Roker','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000679,0,1,21,0.073435,0.018077,0.018077
633,'Jeff Gordon',,'Jeff Gordon','Appears as himself',10,10,3,0.503295,0.507638,0,0,0.00083,0,1,45,0.096315,0.024317,0.024318
634,'Jennifer Tilly',,'Jennifer Tilly','Appears as herself',7,7,3,0.502054,0.505183,0,1,0.000692,0,1,21,0.066215,0.016233,0.016234
635,'Marvin Hamlisch',,'Marvin Hamlisch','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000692,0,1,21,0.066215,0.016233,0.016234
637,'The Decemberists',,'The Decemberists','Appears as themselves',4,4,3,0.5,0.502182,0,1,0.000492,0,1,6,0.050322,0.012302,0.012302
638,'Richard Dawkins',,'Richard Dawkins','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000664,0,1,21,0.071371,0.017664,0.017664
639,'Janet Reno',,'Janet Reno','Appears as herself',10,10,3,0.503295,0.507638,0,2,0.000828,0,1,45,0.083647,0.021244,0.021244
640,'Justin Bieber',,'Justin Bieber','Appears as himself',9,9,3,0.502054,0.506274,0,2,0.000762,0,1,36,0.076784,0.019539,0.01954
641,'Rachel Maddow',,'Rachel Maddow','Appears as herself',9,9,3,0.502467,0.506547,0,2,0.000773,0,1,36,0.076606,0.019309,0.01931
